Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Ravia 4,9368,176,261.0,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9369,180,261.0,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9370,261,263.0,264.0,1031.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9371,261,263.0,264.0,3314.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9372,261,263.0,264.0,6561.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9373,261,263.0,264.0,6584.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9374,261,263.0,264.0,7150.0,7793.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9375,261,263.0,264.0,7150.0,7799.0,7895.0,8025.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9376,261,263.0,264.0,7150.0,7799.0,7895.0,8063.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9377,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,12020.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9378,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,22386.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9379,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,84682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9380,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9381,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9382,176,180.0,261.0,263.0,264.0,1031.0,3314.0,6561.0,6584.0,7793.0,7799.0,8025.0,8063.0,8103.0,10430.0,11552.0,12020.0,14286.0,22386.0,84682.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9383,176,180.0,263.0,264.0,1031.0,3314.0,6561.0,6584.0,7150.0,7793.0,7799.0,8025.0,8063.0,8103.0,10430.0,11552.0,12020.0,14286.0,22386.0,84682.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9384,176,180.0,263.0,264.0,1031.0,3314.0,6561.0,6584.0,7793.0,7799.0,7895.0,8025.0,8063.0,8103.0,10430.0,11552.0,12020.0,14286.0,22386.0,84682.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9385,176,180.0,263.0,264.0,1031.0,3314.0,6561.0,6584.0,7793.0,7799.0,8025.0,8063.0,8103.0,8842.0,10430.0,11552.0,12020.0,14286.0,22386.0,84682.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9386,176,180.0,263.0,264.0,1031.0,3314.0,6561.0,6584.0,7793.0,7799.0,8025.0,8063.0,8103.0,9609.0,10430.0,11552.0,12020.0,14286.0,22386.0,84682.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9387,176,180.0,263.0,264.0,1031.0,3314.0,6561.0,6584.0,7793.0,7799.0,8025.0,8063.0,8103.0,10430.0,11552.0,12020.0,14286.0,22386.0,62336.0,84682.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9388,261,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9389,261,263.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9390,261,263.0,264.0,7150.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9391,261,263.0,264.0,7150.0,7799.0,7895.0,8842.0,9609.0,10430.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9392,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,11552.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9393,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,14286.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9394,261,263.0,264.0,7150.0,7799.0,7895.0,8103.0,8842.0,9609.0,10430.0,11552.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9395,180,263.0,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9396,263,264.0,527.0,1031.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9397,263,264.0,527.0,1032.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9398,263,264.0,527.0,1068.0,3776.0,6276.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9399,263,264.0,527.0,1068.0,3776.0,6584.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9400,263,264.0,527.0,1068.0,3776.0,6590.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9401,263,264.0,527.0,1068.0,3776.0,7150.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9402,263,264.0,527.0,1068.0,3776.0,7284.0,7363.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9403,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,7895.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9404,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,12020.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9405,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,14286.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9406,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,19310.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9407,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,22386.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9408,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,31244.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9409,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,31266.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9410,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,62336.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9411,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,443158.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9412,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,637776.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9413,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9414,180,263.0,264.0,527.0,1031.0,1032.0,1068.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7799.0,7895.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,
Ravia 4,9415,180,263.0,264.0,527.0,1031.0,1032.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7793.0,7799.0,7895.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,
Ravia 4,9416,180,263.0,264.0,527.0,1031.0,1032.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7799.0,7895.0,10448.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,
Ravia 4,9417,180,263.0,264.0,527.0,1031.0,1032.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7799.0,7895.0,10890.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,
Ravia 4,9418,180,263.0,264.0,527.0,1031.0,1032.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7799.0,7895.0,11173.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,
Ravia 4,9419,180,263.0,264.0,527.0,1031.0,1032.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7799.0,7895.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637566.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,
Ravia 4,9420,180,263.0,264.0,527.0,1031.0,1032.0,3776.0,6276.0,6584.0,6590.0,7150.0,7284.0,7363.0,7799.0,7895.0,12020.0,14286.0,19310.0,22386.0,24915.0,31244.0,31266.0,61138.0,62336.0,84682.0,443158.0,637776.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,
Ravia 4,9421,264,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9422,263,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9423,263,264.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9424,263,264.0,527.0,1068.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9425,263,264.0,527.0,1068.0,3776.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9426,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9427,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,61138.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9428,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,84682.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9429,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,637566.0,638011.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9430,263,264.0,527.0,1068.0,3776.0,7284.0,7793.0,7799.0,10448.0,10890.0,11173.0,24915.0,61138.0,84682.0,637566.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9431,176,180.0,261.0,263.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,
Ravia 4,9432,176,180.0,261.0,1031.0,1032.0,1068.0,3314.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,
Ravia 4,9433,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7284.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,
Ravia 4,9434,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,12020.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,
Ravia 4,9435,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,19310.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,
Ravia 4,9436,176,263.0,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9437,180,263.0,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9438,261,263.0,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9439,263,1031.0,1032.0,1068.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9440,263,1031.0,1032.0,3314.0,3776.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9441,263,1031.0,1032.0,3314.0,6276.0,6561.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9442,263,1031.0,1032.0,3314.0,6276.0,6569.0,6590.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9443,263,1031.0,1032.0,3314.0,6276.0,6569.0,7150.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9444,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8025.0,8063.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9445,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,8103.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9446,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,8857.0,10430.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9447,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,10890.0,12020.0,14286.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9448,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9449,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,24915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9450,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,31266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9451,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,84682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9452,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9453,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9454,263,1031.0,1032.0,3314.0,6276.0,6569.0,7284.0,7363.0,7895.0,8063.0,10430.0,12020.0,14286.0,19310.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9455,176,180.0,261.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9456,176,180.0,261.0,1031.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9457,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9458,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9459,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9460,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9461,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8103.0,8857.0,10430.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9462,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10890.0,14286.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9463,176,180.0,261.0,1031.0,1032.0,1068.0,3776.0,6276.0,6561.0,6569.0,6590.0,7150.0,7363.0,7895.0,8025.0,8063.0,8103.0,8857.0,10430.0,10890.0,22386.0,24915.0,31266.0,84682.0,443158.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,
Ravia 4,9464,176,261.0,1032.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9465,176,1032.0,6276.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9466,176,1032.0,6569.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9467,176,1032.0,6584.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9468,176,1032.0,6590.0,7150.0,7284.0,7793.0,7799.0,7895.0,8025.0,8063.0,10430.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9469,176,1032.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,8842.0,10430.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9470,176,1032.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,10448.0,11552.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9471,176,1032.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,11552.0,22386.0,24915.0,31244.0,443158.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9472,176,1032.0,6590.0,7150.0,7284.0,7793.0,7799.0,8025.0,8063.0,10430.0,11552.0,24915.0,31244.0,443158.0,637776.0,638011.0,5284503.0,5318042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9473,176,261.0,6276.0,6569.0,6584.0,7150.0,7284.0,7895.0,8025.0,8842.0,10430.0,10448.0,11552.0,22386.0,31244.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9474,261,1032.0,6276.0,6569.0,6584.0,7150.0,7284.0,7895.0,8025.0,8842.0,10430.0,10448.0,11552.0,22386.0,31244.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9475,261,6276.0,6569.0,6584.0,6590.0,7150.0,7284.0,7895.0,8025.0,8842.0,10430.0,10448.0,11552.0,22386.0,31244.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9476,261,6276.0,6569.0,6584.0,7150.0,7284.0,7793.0,7895.0,8025.0,8842.0,10430.0,10448.0,11552.0,22386.0,31244.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,9477,261,6276.0,6569.0,6584.0,7150.0,7284.0,7799.0,7895.0,8025.0,8842.0,10430.0,10448.0,11552.0,22386.0,31244.0,637776.0,638011.0,5284503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
